id,Survey,Camera,Year,X,Y,nOcc,Habitat,Area,Zone,DistWater,Tree cover,DistVillag,Dog Freq,Human Freq,Freq small mammals,NDVI,Patch,Fishing Cat,Leopard Cat,Smooth-coated otter,Hairy-nosed otter,Large-spotted civet,Common Palm civet,Long-tailed macaque,Sunda Pangolin
146,13,KT41B,2019,287244.5756,1268763.789,106,Back mangrove,KK Island,Koh Sralao CPA,50,80,2757.810868,0,0,6.66938673,0.487157881,259.465,0,0,0,0,0,2,14,0
147,13,KT42,2019,287125.6814,1267773.384,97,Back mangrove,KK Island,Koh Sralao CPA,50,100,2648.829963,0,0,0.392316866,0.489814013,259.465,1,0,0,0,0,0,11,0
148,13,KT46A,2019,283326.7838,1268135.571,39,Back mangrove,KK Island,Koh Kapik CPA,1,50,1187.219621,0,0.278152511,0,0.30769226,147.931,1,0,0,0,0,0,4,0
149,13,KT47,2019,292924.224,1269085.513,97,Mixed mangrove,PKWS Mainland,PKWS,6,60,3458.447085,0.092717504,0.185435007,4.707802398,0.286142737,299.2,0,0,0,0,0,0,13,0
150,13,KT54,2019,282450.9892,1265004.682,232,Semi-evergreen,KK Island,Koh Kapik CPA,80,50,2193.080069,0.092717504,0.185435007,0,0.640995622,13.975,0,0,0,0,0,0,0,0
151,13,KT60,2019,295344.4327,1273520.116,64,Mixed mangrove,PKWS Mainland,PKWS,2,100,2878.489714,0,0,4.265005169,0.536165297,299.2,0,0,0,2,0,0,0,0
152,13,KT66,2019,295509.2551,1273680.786,90,Mixed mangrove,PKWS Mainland,PKWS,2,100,2652.361135,0,0,0.463587518,0.431414962,299.2,0,0,0,6,0,1,0,0
153,13,KT67,2019,295145.9405,1271514.735,16,Semi-evergreen,PKWS Mainland,PKWS,260,100,4734.234261,0,0,0,0.435005903,244.647,0,0,0,0,0,1,0,0
154,13,KT68,2019,295991.25,1272913.417,96,Mixed mangrove,PKWS Mainland,PKWS,2,80,3123.821521,0,0.092717504,0.649022526,0.546115577,299.2,0,0,8,0,0,2,0,0
155,13,KT69,2019,294850.0674,1271583.431,96,Mixed mangrove,PKWS Mainland,PKWS,5,70,4797.142246,0.185435007,0.834457533,0.092717504,0.562081814,299.2,0,0,10,0,0,3,1,0
156,13,KT70,2019,295173.9193,1271120.806,55,Mixed mangrove,PKWS Mainland,PKWS,2,80,5088.361867,0,0,0,0.578555465,299.2,0,0,0,0,0,0,1,0
157,13,S8,2019,284849.6266,1266904.2,3,Fringe mangrove,KK Island,Koh Kapik CPA,2,60,1410.305521,0,0.185435007,0,0.485207111,374.747,0,0,0,0,0,0,0,0
158,14,KT04,2019,284938,1266789,90,Fringe mangrove,KK Island,Koh Kapik CPA,2,70,1509.193409,0.398949964,0.265966642,0.278152511,0.395683467,374.747,0,0,14,0,0,0,6,0
159,14,KT19A,2019,288282.5447,1268882.019,90,Back mangrove,KK Island,Koh Sralao CPA,75,80,1926.437205,0,0.132983321,0,0.572563171,259.465,2,0,0,0,0,0,23,0
160,14,KT32,2019,291821,1269367,70,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0,0,0.485191643,299.2,0,0,3,0,0,0,5,0
161,14,KT35B,2019,289400.4426,1268486.355,70,Back mangrove,KK Island,Koh Sralao CPA,150,60,905.7300556,0,0,0,0.447852761,259.465,0,0,0,0,0,0,2,0
162,14,KT42,2019,287125.6814,1267773.384,90,Back mangrove,KK Island,Koh Sralao CPA,50,100,2648.829963,0,0.531933285,0.092717504,0.489814013,259.465,0,0,0,0,0,0,9,0
163,14,KT47,2019,292924.224,1269085.513,17,Mixed mangrove,PKWS Mainland,PKWS,6,60,3458.447085,0,0,0,0.286142737,299.2,0,1,0,0,0,2,0,0
164,14,KT62B,2019,287689.1009,1267731.212,18,Back mangrove,Islet,Koh Sralao CPA,2,60,2084.293226,0,0,0.092717504,0.439365685,139.437,0,0,3,0,0,0,0,0
165,14,KT66,2019,295509.2551,1273680.786,67,Mixed mangrove,PKWS Mainland,PKWS,2,100,2652.361135,0,0,0,0.431414962,299.2,0,0,0,2,0,0,0,0
166,14,KT69,2019,294850.0674,1271583.431,71,Mixed mangrove,PKWS Mainland,PKWS,5,70,4797.142246,0.132983321,0.664916606,0,0.562081814,299.2,0,0,3,0,0,1,1,0
167,14,KT72,2019,285576.4105,1268547.213,90,Fringe mangrove,KK Island,Koh Kapik CPA,0,100,2644.475017,0,0.265966642,0.531933285,0.651928484,2389.698,0,0,0,0,0,2,15,0
168,14,KT73,2019,286017.0854,1267651.959,90,Back mangrove,KK Island,Koh Kapik CPA,75,80,2659.901831,0,0,0,0.437977105,96.794,1,0,0,0,0,0,2,0
169,15,KT19A,2019,288282.5447,1268882.019,54,Back mangrove,KK Island,Koh Sralao CPA,75,80,1926.437205,0,0.125081616,0,0.572563171,259.465,0,0,0,0,0,0,8,0
170,15,KT32,2019,291821,1269367,117,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0.125081616,0,0.485191643,299.2,0,0,24,0,0,1,10,0
171,15,KT35B,2019,289400.4426,1268486.355,137,Back mangrove,KK Island,Koh Sralao CPA,150,60,905.7300556,0,0.87557131,0,0.447852761,259.465,0,0,0,0,0,0,0,0
172,15,KT42,2019,287125.6814,1267773.384,118,Back mangrove,KK Island,Koh Sralao CPA,50,100,2648.829963,0,0.375244847,0.132983321,0.489814013,259.465,0,0,0,0,0,0,7,0
173,15,KT47,2019,292924.224,1269085.513,103,Mixed mangrove,PKWS Mainland,PKWS,6,60,3458.447085,0,0.750489695,2.526683103,0.286142737,299.2,0,1,0,0,0,2,4,0
174,15,KT66,2019,295509.2551,1273680.786,106,Mixed mangrove,PKWS Mainland,PKWS,2,100,2652.361135,0,0.125081616,0,0.431414962,299.2,0,0,0,4,0,0,0,0
175,15,KT69,2019,294850.0674,1271583.431,137,Mixed mangrove,PKWS Mainland,PKWS,5,70,4797.142246,0.250163232,0.250163232,2.526683103,0.562081814,299.2,0,1,9,0,0,0,4,0
176,15,KT78,2019,283999.3658,1269133.344,35,Fringe mangrove,KK Island,Conservation,0,30,2218.310572,0,0,0.132983321,0.51545006,2389.698,0,0,0,0,0,0,0,0
177,16,KT19A,2020,288282.5447,1268882.019,12,Back mangrove,KK Island,Koh Sralao CPA,75,80,1926.437205,0,0.138667214,1.125734542,0.660666406,259.465,0,0,0,0,0,0,0,0
178,16,KT32,2020,291821,1269367,75,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0,0,0.584670246,299.2,0,0,4,0,0,0,10,0
179,16,KT35B,2020,289400.4426,1268486.355,75,Back mangrove,KK Island,Koh Sralao CPA,150,60,905.7300556,0,0,0,0.567326725,259.465,0,0,0,0,0,0,5,0
180,16,KT42,2020,287125.6814,1267773.384,18,Back mangrove,KK Island,Koh Sralao CPA,50,100,2648.829963,0,0,0,0.590418041,259.465,0,0,0,0,0,0,0,0
181,16,KT47,2020,292924.224,1269085.513,75,Mixed mangrove,PKWS Mainland,PKWS,6,60,3458.447085,0,0,0.250163232,0.453187793,299.2,0,1,0,0,0,3,9,0
182,16,KT54A,2020,282551.2083,1264872.587,228,Semi-evergreen,KK Island,Koh Kapik CPA,20,100,2027.986369,0.138667214,0.138667214,1.125734542,0.717229128,13.975,0,0,0,0,0,0,0,0
183,16,KT66,2020,295509.2551,1273680.786,77,Mixed mangrove,PKWS Mainland,PKWS,2,100,2652.361135,0,0.69333607,0,0.551020384,299.2,0,0,0,6,0,0,0,0
184,16,KT69,2020,294850.0674,1271583.431,76,Mixed mangrove,PKWS Mainland,PKWS,5,70,4797.142246,0,0.138667214,0,0.634945393,299.2,0,0,10,0,0,0,1,0
185,16,KT73,2020,286017.0854,1267651.959,74,Back mangrove,KK Island,Koh Kapik CPA,75,80,2659.901831,0,0,0,0.546494246,96.794,0,0,0,0,0,0,2,0
186,16,KT76,2020,297457.4132,1270474.157,21,Mixed mangrove,PKWS Mainland,PKWS,5,60,5408.99992,0,0,0,0.575630248,202.761,0,0,4,0,0,0,1,0
187,17,A,2020,283136.3464,1273785.556,90,Fringe mangrove,KK Island,Peam Krasop CPA,22,100,2989.837294,0,0.447076376,0,0.692899883,2389.698,0,0,0,0,0,0,2,0
188,17,B,2020,281683.115,1272749.43,89,Fringe mangrove,KK Island,Core Zone,34,100,2578.009373,0,0.063868054,0.138667214,0.752319992,2389.698,0,0,0,0,0,0,8,0
189,17,C,2020,283903.0198,1271829.102,41,Back mangrove,KK Island,Core Zone,203,60,4715.965303,0,0.063868054,0,0.517382383,66.789,0,0,0,0,0,0,0,0
190,17,D,2020,283838.4517,1270377.388,16,Fringe mangrove,KK Island,Core Zone,0,70,3414.002987,0,0.127736107,0.69333607,0.66681838,2389.698,0,0,0,0,0,0,0,0
191,17,E,2020,284167.6234,1269097.411,92,Fringe mangrove,KK Island,Conservation,0,100,2232.466915,0,0.766416645,0.416001642,0.012514221,2389.698,0,0,0,0,0,0,7,0
192,17,F,2020,283526.9285,1267901.379,12,Back mangrove,KK Island,Koh Kapik CPA,3,50,919.2649465,0.063868054,0,0,0.608791173,147.931,0,0,0,0,0,0,1,0
193,17,H.I,2020,283876,1267130,89,Fringe mangrove,KK Island,Koh Kapik CPA,2,60,457.74,0,0.063868054,0,0.590075552,374.747,1,0,0,0,0,0,4,0
194,17,J,2020,283969.7282,1267213.386,89,Fringe mangrove,KK Island,Koh Kapik CPA,2,80,575.0682859,0,0.447076376,0,0.746031761,374.747,3,0,3,0,0,0,5,0
195,17,KT19A,2020,288282.5447,1268882.019,89,Back mangrove,KK Island,Koh Sralao CPA,75,80,1926.437205,0,0.447076376,0,0.660666406,259.465,0,0,0,0,0,1,3,0
196,17,KT32,2020,291821,1269367,88,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0.191604161,1.852173558,0.584670246,299.2,0,1,11,0,0,0,16,1
197,17,KT42,2020,287125.6814,1267773.384,89,Back mangrove,KK Island,Koh Sralao CPA,50,100,2648.829963,0,0.447076376,1.021888859,0.590418041,259.465,0,0,0,0,0,0,4,0
198,17,KT43A,2020,289046.6898,1268641.663,27,Back mangrove,KK Island,Koh Sralao CPA,20,60,1220.325048,0,0.127736107,0.702548591,0.592476487,259.465,0,0,0,0,0,0,0,0
199,17,KT54A,2020,282551.2083,1264872.587,90,Semi-evergreen,KK Island,Koh Kapik CPA,20,100,2027.986369,0.127736107,0.127736107,1.149624967,0.717229128,13.975,0,0,0,0,0,0,0,0
200,17,KT62B,2020,287689.1009,1267731.212,92,Back mangrove,Islet,Koh Sralao CPA,2,60,2084.293226,0,0.063868054,0.702548591,0.527168751,139.437,0,0,14,0,0,0,3,0
201,17,KT66,2020,295509.2551,1273680.786,93,Mixed mangrove,PKWS Mainland,PKWS,2,100,2652.361135,0,0,0.127736107,0.551020384,299.2,0,0,0,14,0,4,0,1
202,17,KT69,2020,294850.0674,1271583.431,90,Mixed mangrove,PKWS Mainland,PKWS,5,70,4797.142246,0.127736107,0,2.363117987,0.634945393,299.2,0,1,5,0,0,5,1,0
203,17,KT73,2020,286017.0854,1267651.959,92,Back mangrove,KK Island,Koh Kapik CPA,75,80,2659.901831,0,0,0,0.546494246,96.794,1,0,0,0,0,1,0,0
204,17,KT80,2020,297660.564,1270222.036,90,Mixed mangrove,PKWS Mainland,PKWS,1,60,5679.81564,0,0,1.149624967,0.559146047,232.042,0,0,0,0,0,0,0,0
205,17,L,2020,289894.8641,1265189.85,6,Back mangrove,BSNP Mainland,Koh Sralao CPA,3,80,2473.24306,0,0,0,0.649122834,549.782,0,0,0,0,0,0,1,0
206,17,M,2020,292436.6466,1266236.738,88,Back mangrove,BSNP Mainland,BSNP,20,100,3020.259213,0,0.383208322,0.255472215,0.671538472,549.782,0,1,0,0,1,0,7,0
207,17,N,2020,297041.6851,1270330.249,6,Mixed mangrove,Islet,PKWS,4,40,5534.736204,0,0.063868054,0,0.629652619,82.398,0,0,0,0,0,2,3,0
208,17,O,2020,297233.9702,1272576.509,6,Mixed mangrove,PKWS Mainland,PKWS,3,90,3296.015787,0,0,2.554722148,0.651642442,186.443,0,0,0,0,0,1,0,0
209,18,4 _Rivers,2020,297712,1275565,112,Mixed mangrove,PKWS Mainland,PKWS,2,100,781.3,0,0,0.638680537,0.643216074,202.761,0,0,2,0,0,1,1,0
210,18,A,2020,283136.3464,1273785.556,114,Fringe mangrove,KK Island,Peam Krasop CPA,22,100,2989.837294,0,0.177171981,0.447076376,0.692899883,2389.698,0,0,0,0,0,0,0,0
211,18,B1,2020,281776,1272705,13,Fringe mangrove,KK Island,Core Zone,3,80,2631.8,0,0.354343962,0,0.668023527,2389.698,0,0,0,0,0,0,0,0
212,18,C,2020,283903.0198,1271829.102,62,Back mangrove,KK Island,Core Zone,203,60,4715.965303,0,0.118114654,0.574812483,0.517382383,66.789,0,0,0,0,0,0,0,0
213,18,E1,2020,284357,1269146,105,Back mangrove,KK Island,Conservation,20,100,2344.87,0,0.059057327,0,0.709040523,141.236,0,0,0,0,0,0,2,0
214,18,G,2020,284357,1269146,20,Back mangrove,KK Island,Conservation,20,100,2327.86,0.118114654,0.354343962,0.127736107,0.709040523,141.236,0,0,0,0,0,0,2,0
215,18,H.I,2020,282706,1264831,43,Mixed mangrove,KK Island,Koh Kapik CPA,4,60,1913.92,0,0.236229308,0,0.485681564,13.975,0,0,0,0,0,0,2,0
216,18,J,2020,283969.7282,1267213.386,75,Fringe mangrove,KK Island,Koh Kapik CPA,2,60,457.74,0.059057327,0.236229308,0,0.746031761,374.747,1,0,0,0,0,0,10,0
217,18,KT19A,2020,288282.5447,1268882.019,74,Back mangrove,KK Island,Koh Sralao CPA,2,80,575.07,0,0.236229308,0.191604161,0.660666406,259.465,1,0,0,0,0,1,2,0
218,18,KT32,2020,291821,1269367,113,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0.413401289,0,0.584670246,299.2,0,1,14,0,0,9,17,0
219,18,KT42,2020,287125.6814,1267773.384,113,Back mangrove,KK Island,Koh Sralao CPA,50,100,2648.83,0.059057327,0.177171981,0.063868054,0.590418041,259.465,2,0,0,0,0,0,7,0
220,18,KT60,2020,295344.4327,1273520.116,17,Mixed mangrove,PKWS Mainland,PKWS,2,100,2878.49,0,0,0.118114654,0.60594511,299.2,0,0,0,1,0,0,0,0
221,18,KT62B,2020,287689.1009,1267731.212,110,Back mangrove,Islet,Koh Sralao CPA,2,60,2084.29,0,0.236229308,0,0.527168751,139.437,0,0,7,0,0,0,0,0
222,18,KT69,2020,294850.0674,1271583.431,113,Mixed mangrove,PKWS Mainland,PKWS,5,70,4797.14,0.059057327,0.177171981,0,0.634945393,299.2,0,0,0,0,0,12,4,0
223,18,KT73,2020,286017.0854,1267651.959,112,Back mangrove,KK Island,Koh Kapik CPA,75,80,2659.9,0,0,0.413401289,0.546494246,96.794,0,0,0,0,0,0,1,0
224,18,M1,2020,293605,1267076,27,Back mangrove,BSNP Mainland,BSNP,20,70,3735.8,0.059057327,0.354343962,0.826802577,0.635869563,549.782,0,6,1,0,0,0,5,0
225,18,N1,2020,297018,1270258,63,Melaleuca,Islet,PKWS,87,60,5624.3,0,0.059057327,0,0.550761402,82.47,0,0,0,0,2,0,4,0
226,18,Q,2020,287218,1269129,114,Fringe mangrove,KK Island,Koh Sralao CPA,8,80,2932.84,0,1.063031885,0.118114654,0.654320955,2389.698,0,0,0,0,0,0,7,0
228,18,T,2020,282584,1264574,24,Fringe mangrove,KK Island,Koh Kapik CPA,4,50,1833.68,0.118114654,0,0.649630596,0.535960972,13.975,0,0,0,0,0,0,0,0
229,18,V,2020,295921.3,1273290.8,55,Mixed mangrove,PKWS Mainland,PKWS,1,60,2972.4,0,0.708687923,0,0.486884177,299.2,0,0,0,0,0,0,0,0
230,19,4 _Rivers,2020,297712,1275565,32,Mixed mangrove,PKWS Mainland,PKWS,2,100,781.3,0,0,0,0.643216074,202.761,0,0,1,0,0,0,0,0
231,19,C1,2020,283903.0198,1271829.102,176,Back mangrove,KK Island,Core Zone,204,60,4716.965303,0,0.351451601,0,0.517382383,66.789,2,0,0,0,0,0,1,0
232,19,C2,2020,284248,1271803,29,Back mangrove,KK Island,Core Zone,157,100,4956.9,0,0,0.118114654,0.697131932,66.789,0,0,0,0,0,0,1,0
233,19,D2,2020,285515,1270331,72,Back mangrove,KK Island,Conservation,122,100,3973.95,0,0.07029032,0.118114654,0.6287148,141.236,0,0,0,0,0,0,1,0
235,19,J,2020,283969.7282,1267213.386,75,Fringe mangrove,KK Island,Koh Kapik CPA,2,80,575.07,0.07029032,0.07029032,0.059057327,0.746031761,374.747,0,0,26,0,0,0,6,0
236,19,KT19A,2020,288282.5447,1268882.019,13,Back mangrove,Islet,Koh Sralao CPA,100,80,1926.437205,0,0,0,0.660666406,259.465,0,0,0,0,0,0,1,0
237,19,KT29,2020,282834.7019,1264830.802,75,Fringe mangrove,KK Island,Koh Kapik CPA,2,40,1814.34438,2.671032164,0.562322561,0,0.412719876,173.269,3,0,0,0,0,0,0,0
238,19,KT32,2020,291821,1269367,75,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0.21087096,0,0.584670246,299.2,0,1,4,0,0,4,3,0
239,19,KT36,2020,292068,1270655,63,Mixed mangrove,PKWS Mainland,PKWS,4,80,3772.62899,0.07029032,1.335516082,0.118114654,0.656829119,300.318,0,1,3,0,0,4,0,0
240,19,KT42,2020,287125.6814,1267773.384,74,Back mangrove,KK Island,Koh Sralao CPA,50,100,2648.829963,0,1.405806402,0,0.590418041,259.465,0,0,0,0,0,0,3,0
241,19,KT4C,2020,286002,1266874,74,Back mangrove,KK Island,Koh Kapik CPA,50,100,2251.34,0,0.07029032,0.059057327,0.582947135,59.104,0,0,0,0,0,0,3,0
242,19,KT60,2020,295344.4327,1273520.116,72,Mixed mangrove,PKWS Mainland,PKWS,2,100,2878.489714,0,0.843483841,0,0.60594511,299.2,0,0,0,4,0,0,0,0
243,19,KT62B,2020,287689.1009,1267731.212,74,Back mangrove,Islet,Koh Sralao CPA,2,60,2084.293226,0,0.14058064,0,0.527168751,139.437,0,0,5,0,0,1,3,0
244,19,KT85,2020,291979,1268000,73,Mixed mangrove,Islet,Koh Sralao CPA,2,50,2229.69,0,0,0.21087096,0.659574449,88.926,0,0,2,0,0,1,7,0
245,19,M2,2020,293160,1266301,75,Melaleuca,BSNP Mainland,BSNP,1,60,3657.72,0,0.14058064,0.28116128,0.546196818,858.42,0,0,0,0,0,3,6,0
246,19,N1,2020,297018,1270258,73,Melaleuca,Islet,PKWS,80,60,5624.3,0,0,0,0.550761402,82.47,0,0,0,0,2,0,0,0
247,19,Q,2020,287218,1269129,73,Fringe mangrove,KK Island,Koh Sralao CPA,87,80,2932.84,0,0.07029032,0.351451601,0.654320955,2389.698,0,0,0,0,0,0,1,0
250,19,S8,2020,284849.6266,1266904.2,75,Fringe mangrove,Islet,Koh Kapik CPA,10,60,1410.305521,0.07029032,0,0,0.572158337,374.747,1,0,39,0,0,0,2,0
251,19,V1,2020,295281,1273577,19,Semi-evergreen,PKWS Mainland,PKWS,237,80,2868.7,0,0,0,0.650887549,382.149,0,0,0,0,0,0,0,0
252,20,D2,2021,285515,1270331,94,Back mangrove,KK Island,Conservation,122,100,3973.95,0,0.143195493,0.28116128,0.718406081,141.236,2,0,0,0,0,0,0,0
253,20,KT29,2021,282834.7019,1264830.802,95,Fringe mangrove,KK Island,Koh Kapik CPA,6,40,1814.34438,1.28875944,0.715977467,0.07029032,0.555273175,173.269,1,0,0,0,0,0,0,0
254,20,KT32,2021,291821,1269367,94,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0,0.14058064,0.735512614,299.2,0,0,0,0,0,0,3,0
255,20,KT42,2021,287125.6814,1267773.384,93,Back mangrove,KK Island,Koh Sralao CPA,50,100,2648.829963,0,0.286390987,0.702903201,0.702046633,259.465,2,1,0,0,0,1,3,0
256,20,KT4C,2021,286002,1266874,94,Back mangrove,KK Island,Koh Kapik CPA,147,100,2251.34,0,0,0.28116128,0.692379594,59.104,0,0,0,0,0,0,4,0
257,20,KT60,2021,295344.4327,1273520.116,56,Mixed mangrove,PKWS Mainland,PKWS,2,100,2878.489714,0,0.143195493,0.421741921,0.75097549,299.2,0,0,0,2,0,0,0,0
258,20,KT62B,2021,287689.1009,1267731.212,87,Back mangrove,Islet,Koh Sralao CPA,2,60,2084.293226,0,0,0.14058064,0.652173877,139.437,0,0,24,0,0,0,1,0
259,20,KT69,2021,294850.0674,1271583.431,59,Mixed mangrove,PKWS Mainland,PKWS,5,70,4797.142246,0,0,0,0.764172316,299.2,0,0,3,0,0,2,0,0
260,20,M2,2021,293160,1266301,17,Melaleuca,BSNP Mainland,BSNP,80,60,3657.72,0,0,0,0.677581847,858.42,0,0,0,0,0,0,2,0
261,20,N1,2021,297018,1270258,19,Melaleuca,Islet,PKWS,87,60,5624.3,0,0,0,0.665299416,82.47,0,0,0,0,1,0,0,0
262,21,CL41,2021,284511.2076,1272296.906,10,Back mangrove,KK Island,Conservation,180,0,4913.420233,0,0.098888493,0.07029032,0.768197894,66.789,0,0,0,0,0,0,0,0
263,21,D2,2021,285514.75,1270330.59,23,Back mangrove,KK Island,Conservation,161,80,3934.455006,0,0,0.07029032,0.729821563,141.236,0,0,0,0,0,0,0,0
264,21,D3,2021,284824.5038,1271090.877,101,Fringe mangrove,KK Island,Core Zone,80,80,4330.913649,0,0.098888493,2.863909867,0.7027601,2389.698,0,0,0,0,0,1,1,0
265,21,KT29,2021,282823.7634,1264827.337,92,Fringe mangrove,KK Island,Koh Kapik CPA,6,80,1818.172977,2.768877813,2.37332384,1.145563947,0.505976081,173.269,0,0,0,0,0,0,0,0
266,21,H2,2021,284859.0053,1266903.141,100,Fringe mangrove,KK Island,Koh Kapik CPA,1,80,1419.728292,0.29666548,0.197776987,0,0.75155282,374.747,0,0,48,0,0,1,8,0
267,21,KG2,2021,283114.8167,1264678.623,5,Fringe mangrove,KK Island,Koh Kapik CPA,2,80,1530.267037,0,0,1.002368453,0.161666706,374.747,0,0,0,0,0,0,0,0
268,21,KT19A,2021,288278.2707,1268874.893,100,Back mangrove,KK Island,Koh Sralao CPA,75,50,1925.242237,0,0.197776987,0,0.758351088,259.465,0,0,0,0,0,4,1,0
269,21,KT32,2021,291821,1269367,54,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0,0.143195493,0.735512614,299.2,0,1,2,0,0,3,14,0
270,21,KT42,2021,287122.3626,1267771.679,100,Back mangrove,KK Island,Koh Sralao CPA,50,100,2652.073141,0,0.098888493,0,0.702046633,259.465,1,1,0,0,0,0,0,0
271,21,KT62B,2021,287689.1009,1267731.212,72,Back mangrove,Islet,Koh Sralao CPA,2,80,2084.144938,0,0,0.85917296,0.652173877,139.437,0,0,15,0,0,0,2,0
272,21,KT66,2021,295509.2551,1273680.786,65,Mixed mangrove,PKWS Mainland,PKWS,2,80,2625.93591,0,3.26332028,0.42958648,0.679075718,299.2,0,0,1,10,0,1,0,0
273,21,KTD4,2021,285974.6201,1266807.795,100,Back mangrove,KK Island,Koh Kapik CPA,210,80,2538.993205,0,0,0,0.758316398,59.104,0,0,0,0,0,0,6,0
274,21,M2,2021,293160,1266301,99,Melaleuca,BSNP Mainland,BSNP,80,60,3649.824571,0,0,0.494559842,0.677581847,858.42,0,1,0,0,0,2,2,0
275,22,F3,2021,284538.4129,1269426.821,46,Back mangrove,KK Island,Conservation,4,80,2675.583813,0.332225914,0,0,0.779231369,141.236,0,0,0,0,0,0,0,0
276,22,H2,2021,284859.0053,1266903.141,50,Fringe mangrove,KK Island,Koh Kapik CPA,1,80,1419.728292,0.332225914,0.332225914,0,0.75155282,374.747,0,0,22,0,0,0,0,0
277,22,J,2021,283969.7282,1267213.386,50,Fringe mangrove,KK Island,Koh Kapik CPA,2,80,575.0682859,0.332225914,0.332225914,0,0.845964253,374.747,0,0,1,0,0,0,5,0
278,22,KT19,2021,288278.2707,1268874.893,52,Back mangrove,KK Island,Koh Sralao CPA,75,50,1925.242237,0.332225914,1.661129568,0.664451827,0.758351088,259.465,0,0,0,0,0,1,0,0
279,22,KT32,2021,291821,1269367,51,Mixed mangrove,PKWS Mainland,PKWS,4,100,2665.837752,0,0,0,0.735512614,299.2,0,2,22,0,0,2,2,0
280,22,KT42,2021,287122.3626,1267771.679,52,Back mangrove,KK Island,Koh Sralao CPA,50,100,2652.073141,0,0.332225914,0,0.702046633,259.465,0,0,0,0,0,0,1,0
281,23,C3,2021,286922,1268219,5,Back mangrove,KK Island,Koh Sralao CPA,190,80,2904.273412,0,0,0,0.480503917,259.465,0,0,0,0,0,0,1,0
282,23,D3,2021,284824.5038,1271090.877,71,Fringe mangrove,KK Island,Core Zone,80,80,4330.913649,0,0.413793103,0,0.7027601,2389.698,0,0,0,0,0,1,0,0
283,23,KT29,2021,282823.7634,1264827.337,51,Fringe mangrove,KK Island,Koh Kapik CPA,6,80,1818.172977,0.551724138,1.103448276,0,0.505976081,173.269,0,0,0,0,0,0,0,0
284,23,KT29.2,2021,282823.7634,1264827.337,33,Fringe mangrove,KK Island,Koh Kapik CPA,6,80,1818.172977,0.551724138,0.413793103,0.965517241,0.505976081,173.269,0,0,0,0,0,0,0,0
285,23,G4,2021,283858.7203,1264704.382,54,Back mangrove,KK Island,Koh Kapik CPA,420,80,1326.093482,0.137931034,0.137931034,0,0.601851821,412.569,0,0,0,0,0,1,1,0
286,23,H2,2021,284859.0053,1266903.141,51,Fringe mangrove,KK Island,Koh Kapik CPA,1,80,1419.728292,0.137931034,0,0.137931034,0.75155282,374.747,0,0,43,0,0,0,0,0
287,23,J,2021,283969.7282,1267213.386,51,Fringe mangrove,KK Island,Koh Kapik CPA,2,80,575.0682859,0.137931034,0.275862069,0.689655172,0.845964253,374.747,1,0,3,0,0,0,9,0
288,23,KT19,2021,288278.2707,1268874.893,51,Back mangrove,KK Island,Koh Sralao CPA,75,50,1925.242237,0,1.103448276,4.275862069,0.758351088,259.465,1,0,0,0,0,1,0,0
289,23,KT42,2021,287122.3626,1267771.679,50,Back mangrove,KK Island,Koh Sralao CPA,50,100,2652.073141,0,0.275862069,0.137931034,0.702046633,259.465,0,0,0,0,0,0,3,0
290,23,M2,2021,293160,1266301,102,Melaleuca,BSNP Mainland,BSNP,80,60,3649.824571,0,0.137931034,0.137931034,0.677581847,858.42,0,0,0,0,0,0,2,0
291,23,N1,2021,297018,1270258,103,Melaleuca,Islet,PKWS,87,40,5624.3,0,0.137931034,0.827586207,0.665299416,82.47,0,0,0,0,0,0,0,0
292,23,S3,2021,282150.1163,1269713.598,104,Fringe mangrove,KK Island,Conservation,2,80,3017.33991,0.413793103,5.931034483,0,0.780958295,2389.698,0,0,0,0,0,0,1,0
293,24,A1,2021,280337.8484,1273662.791,2,Fringe mangrove,PKWS Mainland,Conservation,4,80,1322.333586,0,0,0,0.322203636,2389.698,0,0,0,0,0,0,1,0
294,24,A2,2021,278934.4747,1277363.538,31,Back mangrove,PKWS Mainland,Peam Krasop CPA,20,80,2792.238115,0,0,0,0.800578058,778.66,0,0,0,0,0,2,1,0
295,24,A3,2021,278895.5012,1274724.73,76,Fringe mangrove,PKWS Mainland,Peam Krasop CPA,8,80,1523.059515,0.092764378,0.927643785,1.85528757,0.666224003,6.542,0,0,0,0,0,0,0,0
296,24,B3,2021,281599.6675,1271563.928,62,Fringe mangrove,KK Island,Core Zone,2,80,3624.865097,0,0.278293135,0,0.76222086,2389.698,0,0,0,0,0,0,2,0
297,24,B3.2,2021,281599.6675,1271563.928,81,Fringe mangrove,KK Island,Core Zone,2,80,3624.865097,0,0.092764378,5.287569573,0.76222086,2389.698,0,0,0,0,0,0,2,0
